BusinessID,BusinessName,PrefectureID,BusinessType,PrefectureName,BusinessTypeEn
4001189,有限会社高山果樹園,20,果樹・青果,長野県,Orchard and produce
4001190,有限会社伊勢菓子舗,24,製菓・製パン,三重県,Confectionery and bakery
4001191,農事組合法人米子米穀,31,米穀・製粉,鳥取県,Rice and milling
4001192,株式会社宜野座製麺,47,製麺,沖縄県,Noodle manufacturing
4001193,農事組合法人四万十青果,39,農産・青果,高知県,Agriculture and produce
4001194,有限会社西会津織物,7,繊維・アパレル,福島県,Textiles and apparel
4001195,株式会社苓北農園,43,果樹・青果,熊本県,Orchard and produce
4001196,農事組合法人花巻スポーツ,3,スポーツ用品,岩手県,Sporting goods
4001197,協同組合山中湖飲料,19,飲料製造,山梨県,Beverage manufacturing
4001198,合同会社大口醸造,23,調味料製造,愛知県,Seasoning manufacturing
4001199,協同組合福津ベーカリー,40,製菓・製パン,福岡県,Confectionery and bakery
4001200,株式会社相生果樹園,28,果樹・青果,兵庫県,Orchard and produce
4001201,株式会社茅ヶ崎商会,14,生活用品,神奈川県,Household goods
4001202,株式会社越前青果,18,農産・青果,福井県,Agriculture and produce
4001203,農事組合法人九戸牧場,3,畜産・食肉加工,岩手県,Livestock and meat processing
4001204,合同会社みやき牧場,41,畜産・食肉加工,佐賀県,Livestock and meat processing
4001205,株式会社天草醸造,43,酒造,熊本県,Sake and spirits brewing
4001206,株式会社木島平ワイナリー,20,醸造,長野県,Brewing
4001207,協同組合森牧場,1,酪農・乳製品,北海道,Dairy farming
4001208,合同会社上毛ベーカリー,40,製菓・製パン,福岡県,Confectionery and bakery
4001209,有限会社松本麺業,20,製麺,長野県,Noodle manufacturing
4001210,協同組合大磯海産,14,水産・水産加工,神奈川県,Fisheries and seafood processing
4001211,有限会社多賀城米穀,4,米穀・製粉,宮城県,Rice and milling
4001212,有限会社新温泉海産,28,水産・水産加工,兵庫県,Fisheries and seafood processing
4001213,有限会社あわら漁業,18,水産・水産加工,福井県,Fisheries and seafood processing
4001214,株式会社精華ブルワリー,26,醸造,京都府,Brewing
4001215,株式会社東北ミート,2,畜産・食肉加工,青森県,Livestock and meat processing
4001216,有限会社会津若松米穀,7,米穀・製粉,福島県,Rice and milling
4001217,有限会社邑南畜産,32,畜産・食肉加工,島根県,Livestock and meat processing
4001218,株式会社総社ドリンク,33,飲料製造,岡山県,Beverage manufacturing
4001219,合同会社稲美酒造,28,酒造,兵庫県,Sake and spirits brewing
4001220,合同会社多度津畜産,37,畜産・食肉加工,香川県,Livestock and meat processing
4001221,株式会社栗山漁業,1,水産・水産加工,北海道,Fisheries and seafood processing
4001222,合同会社飯豊酒造場,6,酒造,山形県,Sake and spirits brewing
4001223,有限会社大洲ワイナリー,38,醸造,愛媛県,Brewing
4001224,農事組合法人北谷果樹園,47,果樹・青果,沖縄県,Orchard and produce
4001225,有限会社和泉観光,27,観光・体験,大阪府,Tourism and experiences
4001226,有限会社城里青果,8,農産・青果,茨城県,Agriculture and produce
4001227,有限会社臼杵酒造場,44,酒造,大分県,Sake and spirits brewing
4001228,有限会社五木農園,43,果樹・青果,熊本県,Orchard and produce
4001229,有限会社世羅窯,34,窯業・陶磁器,広島県,Ceramics
4001230,株式会社東成瀬麺業,5,製麺,秋田県,Noodle manufacturing
4001231,有限会社宇和島繊維,38,繊維・アパレル,愛媛県,Textiles and apparel
4001232,株式会社長門精米,35,米穀・製粉,山口県,Rice and milling
4001233,株式会社豊後高田食品,44,食品加工,大分県,Food processing
4001234,農事組合法人笠松工芸,21,伝統工芸,岐阜県,Traditional crafts
4001235,株式会社立川食品,13,食品加工,東京都,Food processing
4001236,株式会社草加ベーカリー,11,製菓・製パン,埼玉県,Confectionery and bakery
4001237,協同組合印南ドリンク,30,飲料製造,和歌山県,Beverage manufacturing
4001238,合同会社御杖果樹園,29,果樹・青果,奈良県,Orchard and produce
4001239,有限会社太宰府麺業,40,製麺,福岡県,Noodle manufacturing
4001240,有限会社京都製茶,26,製茶・焙煎,京都府,Tea processing and roasting
4001241,有限会社高知酒造,39,酒造,高知県,Sake and spirits brewing
4001242,株式会社恵那工房,21,伝統工芸,岐阜県,Traditional crafts
4001243,協同組合伊賀牧場,24,畜産・食肉加工,三重県,Livestock and meat processing
4001244,有限会社海田観光,34,観光・宿泊,広島県,Tourism and lodging
4001245,有限会社宝達志水漁業,17,水産・水産加工,石川県,Fisheries and seafood processing
4001246,合同会社菊池酒造場,43,酒造,熊本県,Sake and spirits brewing
4001247,有限会社渋川ミート,10,畜産・食肉加工,群馬県,Livestock and meat processing
4001248,株式会社玄海醸造,41,酒造,佐賀県,Sake and spirits brewing
4001249,農事組合法人新庄醸造,6,酒造,山形県,Sake and spirits brewing
4001250,有限会社岩泉米穀,3,米穀・製粉,岩手県,Rice and milling
4001251,農事組合法人岩美ライス,31,米穀・製粉,鳥取県,Rice and milling
4001252,農事組合法人周南醸造,35,酒造,山口県,Sake and spirits brewing
4001253,有限会社遊佐ライス,6,米穀・製粉,山形県,Rice and milling
4001254,有限会社鹿屋牧場,46,畜産・食肉加工,鹿児島県,Livestock and meat processing
4001255,農事組合法人藤崎ミート,2,畜産・食肉加工,青森県,Livestock and meat processing
4001256,有限会社大多喜ドリンク,12,飲料製造,千葉県,Beverage manufacturing
4001257,協同組合枕崎海産,46,水産・水産加工,鹿児島県,Fisheries and seafood processing
4001258,合同会社みなべ漁業,30,水産・水産加工,和歌山県,Fisheries and seafood processing
4001259,株式会社大蔵ワイナリー,6,醸造,山形県,Brewing
4001260,有限会社松川麺業,20,製麺,長野県,Noodle manufacturing
4001261,株式会社新居浜農園,38,果樹・青果,愛媛県,Orchard and produce
4001262,株式会社大津牧場,25,畜産・食肉加工,滋賀県,Livestock and meat processing
4001263,有限会社壬生茶園,9,製茶・焙煎,栃木県,Tea processing and roasting
4001264,有限会社須恵ミート,40,畜産・食肉加工,福岡県,Livestock and meat processing
4001265,農事組合法人今治海産,38,水産・水産加工,愛媛県,Fisheries and seafood processing
4001266,協同組合江北醸造,41,酒造,佐賀県,Sake and spirits brewing
4001267,有限会社十和田ミート,2,畜産・食肉加工,青森県,Livestock and meat processing
4001268,合同会社松前牧場,1,畜産・食肉加工,北海道,Livestock and meat processing
4001269,株式会社志賀水産,17,水産・水産加工,石川県,Fisheries and seafood processing
4001270,有限会社長崎旅館,42,観光・宿泊,長崎県,Tourism and lodging
4001271,有限会社広野果樹園,7,果樹・青果,福島県,Orchard and produce
4001272,株式会社豊郷玩具,25,文具・玩具,滋賀県,Stationery and toys
4001273,有限会社岐南家具,21,木工・家具,岐阜県,Woodwork and furniture
4001274,有限会社吉岡青果,10,農産・青果,群馬県,Agriculture and produce
4001275,有限会社小川ファーム,20,農産・青果,長野県,Agriculture and produce
4001276,株式会社妙高醸造,15,酒造,新潟県,Sake and spirits brewing
4001277,株式会社伊達畜産,1,畜産・食肉加工,北海道,Livestock and meat processing
4001278,有限会社むかわ織物,1,繊維・アパレル,北海道,Textiles and apparel
4001279,有限会社大館ミート,5,畜産・食肉加工,秋田県,Livestock and meat processing
4001280,協同組合神栖牧場,8,畜産・食肉加工,茨城県,Livestock and meat processing
4001281,株式会社松前水産,38,水産・水産加工,愛媛県,Fisheries and seafood processing
4001282,合同会社島原漁業,42,水産・水産加工,長崎県,Fisheries and seafood processing
4001283,合同会社板野農園,36,農産・青果,徳島県,Agriculture and produce
4001284,株式会社大田原牧場,9,酪農・乳製品,栃木県,Dairy farming
4001285,株式会社川西ベーカリー,28,製菓・製パン,兵庫県,Confectionery and bakery
4001286,有限会社寿都牧場,1,酪農・乳製品,北海道,Dairy farming
4001287,有限会社勝浦農園,36,農産・青果,徳島県,Agriculture and produce
4001288,協同組合川南食品,45,食品加工,宮崎県,Food processing
4001289,協同組合八峰牧場,5,畜産・食肉加工,秋田県,Livestock and meat processing
4001290,株式会社入善酒造,16,酒造,富山県,Sake and spirits brewing
4001291,株式会社養父水産,28,水産・水産加工,兵庫県,Fisheries and seafood processing
4001292,株式会社九重旅館,44,観光・宿泊,大分県,Tourism and lodging
4001293,株式会社愛南テキスタイル,38,繊維・アパレル,愛媛県,Textiles and apparel
4001294,株式会社龍ケ崎家具,8,木工・家具,茨城県,Woodwork and furniture
4001295,株式会社市原畜産,12,畜産・食肉加工,千葉県,Livestock and meat processing
4001296,株式会社熊本アウトドア,43,スポーツ用品,熊本県,Sporting goods
4001297,株式会社山辺牧場,6,畜産・食肉加工,山形県,Livestock and meat processing
4001298,合同会社佐用酒造場,28,酒造,兵庫県,Sake and spirits brewing
4001299,株式会社盛岡畜産,3,畜産・食肉加工,岩手県,Livestock and meat processing
4001300,株式会社小松島ファーム,36,農産・青果,徳島県,Agriculture and produce
4001301,農事組合法人那須デイリー,9,酪農・乳製品,栃木県,Dairy farming
4001302,株式会社葉山商会,14,生活用品,神奈川県,Household goods
4001303,株式会社尾道食品,34,食品加工,広島県,Food processing
4001304,合同会社蔵王ドリンク,4,飲料製造,宮城県,Beverage manufacturing
4001305,株式会社浦安牧場,12,畜産・食肉加工,千葉県,Livestock and meat processing
4001306,株式会社新上五島ベーカリー,42,製菓・製パン,長崎県,Confectionery and bakery
4001307,株式会社大垣観光,21,観光・体験,岐阜県,Tourism and experiences
4001308,農事組合法人宿毛酒造,39,酒造,高知県,Sake and spirits brewing
4001309,合同会社聖籠ライス,15,米穀・製粉,新潟県,Rice and milling
4001310,協同組合大牟田畜産,40,畜産・食肉加工,福岡県,Livestock and meat processing
4001311,株式会社岩国水産,35,水産・水産加工,山口県,Fisheries and seafood processing
4001312,有限会社羽後畜産,5,畜産・食肉加工,秋田県,Livestock and meat processing
4001313,株式会社氷見醸造,16,酒造,富山県,Sake and spirits brewing
4001314,合同会社大間醸造,2,醸造,青森県,Brewing
4001315,株式会社七ヶ浜ライス,4,米穀・製粉,宮城県,Rice and milling
4001316,有限会社葉山菓子舗,14,製菓・製パン,神奈川県,Confectionery and bakery
4001317,株式会社有田窯,41,窯業・陶磁器,佐賀県,Ceramics
4001318,有限会社芳賀フルーツ,9,果樹・青果,栃木県,Orchard and produce
4001319,合同会社酒田畜産,6,畜産・食肉加工,山形県,Livestock and meat processing
4001320,合同会社藤岡麺業,10,製麺,群馬県,Noodle manufacturing
4001321,合同会社高根沢畜産,9,畜産・食肉加工,栃木県,Livestock and meat processing
4001322,有限会社奥出雲米穀,32,米穀・製粉,島根県,Rice and milling
4001323,有限会社国東観光,44,観光・宿泊,大分県,Tourism and lodging
4001324,農事組合法人座間味旅館,47,観光・宿泊,沖縄県,Tourism and lodging
4001325,株式会社みやこ麺業,40,製麺,福岡県,Noodle manufacturing
4001326,株式会社早川醸造,19,醸造,山梨県,Brewing
4001327,有限会社立山工芸,16,伝統工芸,富山県,Traditional crafts
4001328,有限会社上勝精米,36,米穀・製粉,徳島県,Rice and milling
4001329,協同組合小豆島デイリー,37,酪農・乳製品,香川県,Dairy farming
4001330,有限会社富士吉田ワイナリー,19,醸造,山梨県,Brewing
4001331,農事組合法人三笠畜産,1,畜産・食肉加工,北海道,Livestock and meat processing
4001332,株式会社逗子商会,14,生活用品,神奈川県,Household goods
4001333,株式会社海津牧場,21,畜産・食肉加工,岐阜県,Livestock and meat processing
4001334,農事組合法人我孫子青果,12,農産・青果,千葉県,Agriculture and produce
4001335,合同会社久御山製陶,26,窯業・陶磁器,京都府,Ceramics
4001336,有限会社粟島浦精米,15,米穀・製粉,新潟県,Rice and milling
4001337,株式会社富加陶苑,21,窯業・陶磁器,岐阜県,Ceramics
4001338,協同組合戸沢牧場,6,畜産・食肉加工,山形県,Livestock and meat processing
4001339,農事組合法人高崎玩具,10,文具・玩具,群馬県,Stationery and toys
4001340,有限会社つるぎ農園,36,農産・青果,徳島県,Agriculture and produce
4001341,株式会社越前ライス,18,米穀・製粉,福井県,Rice and milling
4001342,有限会社中島米穀,7,米穀・製粉,福島県,Rice and milling
4001343,株式会社海津窯,21,窯業・陶磁器,岐阜県,Ceramics
4001344,株式会社朝日本舗,24,伝統工芸,三重県,Traditional crafts
4001345,有限会社河北酒造,6,酒造,山形県,Sake and spirits brewing
4001346,農事組合法人南木曽製麺,20,製麺,長野県,Noodle manufacturing
4001347,協同組合穴水陶苑,17,窯業・陶磁器,石川県,Ceramics
4001348,株式会社松原ミート,27,畜産・食肉加工,大阪府,Livestock and meat processing
4001349,株式会社牧之原ファーム,22,農産・青果,静岡県,Agriculture and produce
4001350,有限会社豊郷本舗,25,調味料製造,滋賀県,Seasoning manufacturing
4001351,有限会社松山フルーツ,38,果樹・青果,愛媛県,Orchard and produce
4001352,合同会社五島水産,42,水産・水産加工,長崎県,Fisheries and seafood processing
4001353,合同会社徳島麺業,36,製麺,徳島県,Noodle manufacturing
4001354,合同会社郡山精米,7,米穀・製粉,福島県,Rice and milling
4001355,株式会社軽井沢製麺,20,製麺,長野県,Noodle manufacturing
4001356,有限会社南小国ベーカリー,43,製菓・製パン,熊本県,Confectionery and bakery
4001357,有限会社田辺ドリンク,30,飲料製造,和歌山県,Beverage manufacturing
4001358,有限会社東松山製菓,11,製菓・製パン,埼玉県,Confectionery and bakery
4001359,有限会社宇多津ブルワリー,37,醸造,香川県,Brewing
4001360,有限会社開成商店,14,食品加工,神奈川県,Food processing
4001361,有限会社防府漁業,35,水産・水産加工,山口県,Fisheries and seafood processing
4001362,株式会社青森農園,2,農産・青果,青森県,Agriculture and produce
4001363,協同組合遠野商会,3,生活用品,岩手県,Household goods
4001364,株式会社玉名農園,43,果樹・青果,熊本県,Orchard and produce
4001365,有限会社若桜海産,31,水産・水産加工,鳥取県,Fisheries and seafood processing
4001366,有限会社大月漁業,39,水産・水産加工,高知県,Fisheries and seafood processing
4001367,有限会社吉野珈琲,29,製茶・焙煎,奈良県,Tea processing and roasting
4001368,株式会社加賀製陶,17,窯業・陶磁器,石川県,Ceramics
4001369,株式会社三川畜産,6,畜産・食肉加工,山形県,Livestock and meat processing
4001370,有限会社大刀洗麺業,40,製麺,福岡県,Noodle manufacturing
4001371,農事組合法人潮来米穀,8,米穀・製粉,茨城県,Rice and milling
4001372,株式会社野田農園,12,農産・青果,千葉県,Agriculture and produce
4001373,農事組合法人箕輪農園,20,農産・青果,長野県,Agriculture and produce
4001374,農事組合法人豊後高田旅館,44,観光・宿泊,大分県,Tourism and lodging
4001375,有限会社さくら化粧品,9,化粧品製造,栃木県,Cosmetics manufacturing
4001376,有限会社桜井農園,29,果樹・青果,奈良県,Orchard and produce
4001377,有限会社喜界畜産,46,畜産・食肉加工,鹿児島県,Livestock and meat processing
4001378,株式会社宿毛酒造,39,酒造,高知県,Sake and spirits brewing
4001379,有限会社世羅海産,34,水産・水産加工,広島県,Fisheries and seafood processing
4001380,農事組合法人石垣観光,47,観光・宿泊,沖縄県,Tourism and lodging
4001381,合同会社串本果樹園,30,果樹・青果,和歌山県,Orchard and produce
4001382,株式会社深浦ミート,2,畜産・食肉加工,青森県,Livestock and meat processing
4001383,株式会社綾瀬牧場,14,酪農・乳製品,神奈川県,Dairy farming
4001384,株式会社佐渡酒造,15,酒造,新潟県,Sake and spirits brewing
4001385,協同組合西粟倉果樹園,33,果樹・青果,岡山県,Orchard and produce
4001386,有限会社京田辺工房,26,伝統工芸,京都府,Traditional crafts
4001387,合同会社防府食品,35,食品加工,山口県,Food processing
4001388,株式会社清川菓子舗,14,製菓・製パン,神奈川県,Confectionery and bakery
4001389,協同組合吉田フルーツ,22,果樹・青果,静岡県,Orchard and produce
4001390,有限会社高梁テキスタイル,33,繊維・アパレル,岡山県,Textiles and apparel
4001391,株式会社大石田農園,6,果樹・青果,山形県,Orchard and produce
4001392,有限会社松山製麺,38,製麺,愛媛県,Noodle manufacturing
4001393,有限会社多良木商事,43,総合物産,熊本県,General trading
4001394,有限会社串本食品,30,食品加工,和歌山県,Food processing
4001395,株式会社花巻麺業,3,製麺,岩手県,Noodle manufacturing
4001396,株式会社上天草牧場,43,畜産・食肉加工,熊本県,Livestock and meat processing
4001397,株式会社野木果樹園,9,果樹・青果,栃木県,Orchard and produce
4001398,協同組合多可ベーカリー,28,製菓・製パン,兵庫県,Confectionery and bakery
4001399,株式会社多久海産,41,水産・水産加工,佐賀県,Fisheries and seafood processing
4001400,株式会社小浜観光,18,観光・体験,福井県,Tourism and experiences
4001401,協同組合別府畜産,44,畜産・食肉加工,大分県,Livestock and meat processing
4001402,株式会社上板玩具,36,文具・玩具,徳島県,Stationery and toys
4001403,合同会社かほく製陶,17,窯業・陶磁器,石川県,Ceramics
4001404,株式会社妙高牧場,15,酪農・乳製品,新潟県,Dairy farming
4001405,有限会社上砂川デイリー,1,酪農・乳製品,北海道,Dairy farming
4001406,有限会社紫波水産,3,水産・水産加工,岩手県,Fisheries and seafood processing
4001407,株式会社川本水産,32,水産・水産加工,島根県,Fisheries and seafood processing
4001408,農事組合法人伊方テキスタイル,38,繊維・アパレル,愛媛県,Textiles and apparel
4001409,協同組合御杖繊維,29,繊維・アパレル,奈良県,Textiles and apparel
4001410,農事組合法人東根フルーツ,6,果樹・青果,山形県,Orchard and produce
4001411,株式会社弟子屈牧場,1,酪農・乳製品,北海道,Dairy farming
4001412,協同組合江北陶苑,41,窯業・陶磁器,佐賀県,Ceramics
4001413,協同組合穴水工房,17,伝統工芸,石川県,Traditional crafts
4001414,農事組合法人三原窯,34,窯業・陶磁器,広島県,Ceramics
4001415,株式会社早島テキスタイル,33,繊維・アパレル,岡山県,Textiles and apparel
4001416,有限会社津畜産,24,畜産・食肉加工,三重県,Livestock and meat processing
4001417,有限会社潟上酒造,5,酒造,秋田県,Sake and spirits brewing
4001418,有限会社北栄ミート,31,畜産・食肉加工,鳥取県,Livestock and meat processing
4001419,株式会社湯前青果,43,農産・青果,熊本県,Agriculture and produce
4001420,有限会社加西ミート,28,畜産・食肉加工,兵庫県,Livestock and meat processing
4001421,株式会社東海商店,8,食品加工,茨城県,Food processing
4001422,協同組合茨木食品,27,食品加工,大阪府,Food processing
4001423,農事組合法人壬生デイリー,9,酪農・乳製品,栃木県,Dairy farming
4001424,株式会社忍野ドリンク,19,飲料製造,山梨県,Beverage manufacturing
4001425,有限会社都城畜産,45,畜産・食肉加工,宮崎県,Livestock and meat processing
4001426,有限会社佐世保水産,42,水産・水産加工,長崎県,Fisheries and seafood processing
4001427,株式会社豊田菓子舗,23,製菓・製パン,愛知県,Confectionery and bakery
4001428,有限会社宝達志水製陶,17,窯業・陶磁器,石川県,Ceramics
4001429,協同組合摂津ベーカリー,27,製菓・製パン,大阪府,Confectionery and bakery
4001430,株式会社七ヶ宿米穀,4,米穀・製粉,宮城県,Rice and milling
4001431,合同会社南丹工房,26,伝統工芸,京都府,Traditional crafts
4001432,株式会社恩納醸造,47,酒造,沖縄県,Sake and spirits brewing
4001433,有限会社小坂商店,5,食品加工,秋田県,Food processing
4001434,株式会社魚沼水産,15,水産・水産加工,新潟県,Fisheries and seafood processing
4001435,株式会社大和高田織物,29,繊維・アパレル,奈良県,Textiles and apparel
4001436,有限会社呉漁業,34,水産・水産加工,広島県,Fisheries and seafood processing
4001437,株式会社宮古ドリンク,3,飲料製造,岩手県,Beverage manufacturing
4001438,合同会社福岡コスメ,40,化粧品製造,福岡県,Cosmetics manufacturing
4001439,有限会社豊郷工房,25,伝統工芸,滋賀県,Traditional crafts
4001440,合同会社睦沢茶園,12,製茶・焙煎,千葉県,Tea processing and roasting
4001441,株式会社越前水産,18,水産・水産加工,福井県,Fisheries and seafood processing
4001442,株式会社珠洲本舗,17,伝統工芸,石川県,Traditional crafts
4001443,有限会社穴水文具,17,文具・玩具,石川県,Stationery and toys
4001444,有限会社八頭水産,31,水産・水産加工,鳥取県,Fisheries and seafood processing
4001445,有限会社三原酒造,39,酒造,高知県,Sake and spirits brewing
4001446,株式会社飯塚製菓,40,製菓・製パン,福岡県,Confectionery and bakery
4001447,農事組合法人日高ファーム,30,農産・青果,和歌山県,Agriculture and produce
4001448,有限会社渋川青果,10,農産・青果,群馬県,Agriculture and produce
4001449,農事組合法人塩谷観光,9,観光・宿泊,栃木県,Tourism and lodging
4001450,株式会社滑川製作所,16,電機・機械,富山県,Electronics and machinery
4001451,株式会社新庄フルーツ,33,果樹・青果,岡山県,Orchard and produce
4001452,有限会社阿久根海産,46,水産・水産加工,鹿児島県,Fisheries and seafood processing
4001453,有限会社観音寺ライス,37,米穀・製粉,香川県,Rice and milling
4001454,協同組合壱岐スポーツ,42,スポーツ用品,長崎県,Sporting goods
4001455,協同組合美祢醸造,35,酒造,山口県,Sake and spirits brewing
4001456,有限会社那賀繊維,36,繊維・アパレル,徳島県,Textiles and apparel
4001457,株式会社宇治田原食品,26,食品加工,京都府,Food processing
4001458,株式会社阿南製陶,36,窯業・陶磁器,徳島県,Ceramics
4001459,協同組合檜枝岐ファーム,7,農産・青果,福島県,Agriculture and produce
4001460,有限会社菊池果樹園,43,果樹・青果,熊本県,Orchard and produce
4001461,株式会社福崎醸造,28,酒造,兵庫県,Sake and spirits brewing
4001462,株式会社普代水産,3,水産・水産加工,岩手県,Fisheries and seafood processing
4001463,株式会社北川ブルワリー,39,醸造,高知県,Brewing
4001464,株式会社多賀工芸,25,伝統工芸,滋賀県,Traditional crafts
4001465,合同会社飯南畜産,32,畜産・食肉加工,島根県,Livestock and meat processing
4001466,有限会社松茂製麺,36,製麺,徳島県,Noodle manufacturing
4001467,有限会社五島菓子舗,42,製菓・製パン,長崎県,Confectionery and bakery
4001468,有限会社おいらせ青果,2,農産・青果,青森県,Agriculture and produce
4001469,協同組合竜王ライス,25,米穀・製粉,滋賀県,Rice and milling
4001470,有限会社富津ブルワリー,12,醸造,千葉県,Brewing
4001471,株式会社東広島海産,34,水産・水産加工,広島県,Fisheries and seafood processing
4001472,株式会社鬼北繊維,38,繊維・アパレル,愛媛県,Textiles and apparel
4001473,株式会社新宿商会,13,生活用品,東京都,Household goods
4001474,合同会社志賀海産,17,水産・水産加工,石川県,Fisheries and seafood processing
4001475,農事組合法人国見ファーム,7,農産・青果,福島県,Agriculture and produce
4001476,株式会社みよし食品,23,食品加工,愛知県,Food processing
4001477,株式会社那須烏山果樹園,9,果樹・青果,栃木県,Orchard and produce
4001478,合同会社小谷ワイナリー,20,醸造,長野県,Brewing
4001479,有限会社川崎製材,14,木工・家具,神奈川県,Woodwork and furniture
4001480,合同会社伊奈フーズ,11,食品加工,埼玉県,Food processing
4001481,株式会社津幡海産,17,水産・水産加工,石川県,Fisheries and seafood processing
4001482,株式会社嘉麻麺業,40,製麺,福岡県,Noodle manufacturing
4001483,株式会社日進商会,23,生活用品,愛知県,Household goods
4001484,有限会社大和牧場,4,畜産・食肉加工,宮城県,Livestock and meat processing
4001485,有限会社魚沼醸造,15,酒造,新潟県,Sake and spirits brewing
4001486,協同組合城里ファーム,8,農産・青果,茨城県,Agriculture and produce
4001487,株式会社関ケ原飲料,21,飲料製造,岐阜県,Beverage manufacturing
4001488,有限会社燕ライス,15,米穀・製粉,新潟県,Rice and milling
4001489,協同組合串間醸造,45,酒造,宮崎県,Sake and spirits brewing
4001490,農事組合法人指宿商会,46,生活用品,鹿児島県,Household goods
4001491,株式会社姫路牧場,28,畜産・食肉加工,兵庫県,Livestock and meat processing
4001492,有限会社坂井漁業,18,水産・水産加工,福井県,Fisheries and seafood processing
4001493,株式会社和歌山飲料,30,飲料製造,和歌山県,Beverage manufacturing
4001494,株式会社宝達志水本舗,17,伝統工芸,石川県,Traditional crafts
4001495,株式会社伊勢原旅館,14,観光・宿泊,神奈川県,Tourism and lodging
4001496,株式会社川越菓子舗,11,製菓・製パン,埼玉県,Confectionery and bakery
4001497,株式会社中津川畜産,21,畜産・食肉加工,岐阜県,Livestock and meat processing
4001498,株式会社大和フーズ,4,食品加工,宮城県,Food processing
4001499,有限会社川島菓子舗,11,製菓・製パン,埼玉県,Confectionery and bakery
4001500,合同会社砺波織物,16,繊維・アパレル,富山県,Textiles and apparel
4001501,株式会社西予海産,38,水産・水産加工,愛媛県,Fisheries and seafood processing
4001502,株式会社奥州水産,3,水産・水産加工,岩手県,Fisheries and seafood processing
4001503,株式会社西都ミート,45,畜産・食肉加工,宮崎県,Livestock and meat processing
4001504,株式会社上越米穀,15,米穀・製粉,新潟県,Rice and milling
4001505,株式会社双葉農園,7,果樹・青果,福島県,Orchard and produce
4001506,株式会社有田フルーツ,30,果樹・青果,和歌山県,Orchard and produce
4001507,有限会社多可牧場,28,畜産・食肉加工,兵庫県,Livestock and meat processing
4001508,有限会社大潟菓子舗,5,製菓・製パン,秋田県,Confectionery and bakery
4001509,合同会社小山牧場,9,畜産・食肉加工,栃木県,Livestock and meat processing
4001510,株式会社えりも酒造,1,酒造,北海道,Sake and spirits brewing
4001511,合同会社大崎上島醸造,34,酒造,広島県,Sake and spirits brewing
4001512,有限会社川西織物,29,繊維・アパレル,奈良県,Textiles and apparel
4001513,有限会社会津若松フルーツ,7,果樹・青果,福島県,Orchard and produce
4001514,協同組合錦江牧場,46,畜産・食肉加工,鹿児島県,Livestock and meat processing
4001515,株式会社河津フルーツ,22,果樹・青果,静岡県,Orchard and produce
4001516,有限会社真室川ミート,6,畜産・食肉加工,山形県,Livestock and meat processing
4001517,株式会社江津ミート,32,畜産・食肉加工,島根県,Livestock and meat processing
4001518,有限会社森フルーツ,22,果樹・青果,静岡県,Orchard and produce
4001519,有限会社豊後高田醸造,44,酒造,大分県,Sake and spirits brewing
4001520,株式会社清川フーズ,14,食品加工,神奈川県,Food processing
4001521,株式会社東吾妻ファーム,10,農産・青果,群馬県,Agriculture and produce
4001522,株式会社神石高原水産,34,水産・水産加工,広島県,Fisheries and seafood processing
4001523,株式会社平生醸造,35,酒造,山口県,Sake and spirits brewing
4001524,農事組合法人砺波精米,16,米穀・製粉,富山県,Rice and milling
4001525,株式会社秦野旅館,14,観光・宿泊,神奈川県,Tourism and lodging
4001526,農事組合法人姫島旅館,44,観光・宿泊,大分県,Tourism and lodging
4001527,株式会社新居浜飲料,38,飲料製造,愛媛県,Beverage manufacturing
4001528,株式会社海老名観光,14,観光・宿泊,神奈川県,Tourism and lodging
4001529,合同会社尾花沢農園,6,果樹・青果,山形県,Orchard and produce
4001530,有限会社有田窯,41,窯業・陶磁器,佐賀県,Ceramics
4001531,合同会社富岡ファーム,7,農産・青果,福島県,Agriculture and produce
4001532,有限会社曽爾本舗,29,伝統工芸,奈良県,Traditional crafts
4001533,株式会社多治見グリーン,21,園芸・造園,岐阜県,Horticulture and landscaping
4001534,合同会社浦安青果,12,農産・青果,千葉県,Agriculture and produce
4001535,農事組合法人菊陽ミート,43,畜産・食肉加工,熊本県,Livestock and meat processing
4001536,合同会社読谷酒造,47,酒造,沖縄県,Sake and spirits brewing
4001537,株式会社川西牧場,28,畜産・食肉加工,兵庫県,Livestock and meat processing
4001538,合同会社雲南ミート,32,畜産・食肉加工,島根県,Livestock and meat processing
4001539,株式会社平田フルーツ,7,果樹・青果,福島県,Orchard and produce
4001540,株式会社鶴ヶ島ベーカリー,11,製菓・製パン,埼玉県,Confectionery and bakery
4001541,協同組合二本松農園,7,果樹・青果,福島県,Orchard and produce
4001542,有限会社山口食品,35,食品加工,山口県,Food processing
4001543,株式会社つるぎ麺業,36,製麺,徳島県,Noodle manufacturing
4001544,株式会社周南ライス,35,米穀・製粉,山口県,Rice and milling
4001545,株式会社原ツーリズム,20,観光・体験,長野県,Tourism and experiences
4001546,有限会社時津織物,42,繊維・アパレル,長崎県,Textiles and apparel
4001547,株式会社美郷麺業,5,製麺,秋田県,Noodle manufacturing
4001548,農事組合法人四万十食品,39,調味料製造,高知県,Seasoning manufacturing
4001549,有限会社吉賀電機,32,電機・機械,島根県,Electronics and machinery
4001550,有限会社河内フーズ,8,食品加工,茨城県,Food processing
