GiftID,GiftName,CategoryID,MunicipalityID,Notes,GiftNameEn
3003464,豊田市 靴下 詰め合わせ 10足,21,232114,繊維・衣類 / 10足,"Textiles and apparel from Aichi, 10足"
3003465,牛久市産 ハンバーグ 詰め合わせ 15個,1,082198,肉・肉加工品 / 15個,"Meat and meat products from Ibaraki, 15個"
3003466,福岡県 釣具セット 1式,26,402214,スポーツ・アウトドア / 1式,"Sports and outdoor from Fukuoka, 1式"
3003467,館山市産 冷凍スムージー 12本,15,122050,飲料・ジュース / 12本,"Beverages and juice from Chiba, 12本"
3003468,延岡市産 天然水 2L×24本,15,452033,飲料・ジュース / 2L×24本,"Beverages and juice from Miyazaki, 2L×24本"
3003469,北海道産 豚ロース しゃぶしゃぶ用 800g,1,016098,肉・肉加工品 / 800g,"Meat and meat products from Hokkaido, 800g"
3003470,愛知県産 カステラ 詰め合わせ 3本,9,232378,菓子・スイーツ / 3本,"Confectionery and sweets from Aichi, 3本"
3003471,北海道産 カステラ 詰め合わせ 3本,9,012203,菓子・スイーツ / 3本,"Confectionery and sweets from Hokkaido, 3本"
3003472,福岡県産 和菓子 詰め合わせ 20個,9,404217,菓子・スイーツ / 20個,"Confectionery and sweets from Fukuoka, 20個"
3003473,奈良県産 自家焙煎コーヒー豆 200g×5袋,14,293431,茶・コーヒー / 200g×5袋,"Tea and coffee from Nara, 200g×5袋"
3003474,青森県産 富有柿 5kg,4,024503,果物 / 5kg,"Fruit from Aomori, 5kg"
3003475,東京都産 抹茶 詰め合わせ 30g×3缶,14,131202,茶・コーヒー / 30g×3缶,"Tea and coffee from Tokyo, 30g×3缶"
3003476,栃木県産 平飼いたまご 30個,6,093424,卵・乳製品 / 30個,"Eggs and dairy from Tochigi, 30個"
3003477,須賀川市産 季節限定 生酒 720ml×2本,10,072079,日本酒 / 720ml×2本,"Sake from Fukushima, 720ml×2本"
3003478,相良村産 天然水 炭酸水 500ml×24本,15,435104,飲料・ジュース / 500ml×24本,"Beverages and juice from Kumamoto, 500ml×24本"
3003479,上島町産 天然水 2L×24本,15,383562,飲料・ジュース / 2L×24本,"Beverages and juice from Ehime, 2L×24本"
3003480,岡山県 シルクスカーフ 1枚,21,332071,繊維・衣類 / 1枚,"Textiles and apparel from Okayama, 1枚"
3003481,玉川村産 純米大吟醸 1.8L,10,075027,日本酒 / 1.8L,"Sake from Fukushima, 1.8L"
3003482,田辺市産 メロン 秀品 2玉,4,302066,果物 / 2玉,"Fruit from Wakayama, 2玉"
3003483,王滝村産 国産小麦パスタ 10袋,7,204293,麺類 / 10袋,"Noodles from Nagano, 10袋"
3003484,静岡県産 干物 詰め合わせ 12枚,2,222062,魚介類・海産物 / 12枚,"Seafood from Shizuoka, 12枚"
3003485,秋田県産 季節限定 生酒 720ml×2本,10,052060,日本酒 / 720ml×2本,"Sake from Akita, 720ml×2本"
3003486,福岡県産 ジェラート 詰め合わせ 12個,9,403431,菓子・スイーツ / 12個,"Confectionery and sweets from Fukuoka, 12個"
3003487,千葉県産 天然水 2L×24本,15,123293,飲料・ジュース / 2L×24本,"Beverages and juice from Chiba, 2L×24本"
3003488,北海道産 チーズ 詰め合わせ 6種,6,015857,卵・乳製品 / 6種,"Eggs and dairy from Hokkaido, 6種"
3003489,静岡県産 味付からあげ 1kg,8,222089,惣菜・加工品 / 1kg,"Prepared and processed foods from Shizuoka, 1kg"
3003490,大豊町 伝統こけし 1体,18,393444,工芸品・民芸品 / 1体,"Crafts and folk art from Kochi, 1体"
3003491,新潟県産 のどぐろ 干物 3枚,2,153613,魚介類・海産物 / 3枚,"Seafood from Niigata, 3枚"
3003492,戸田市産 佃煮 詰め合わせ 5種,8,112241,惣菜・加工品 / 5種,"Prepared and processed foods from Saitama, 5種"
3003493,埼玉県産 煎茶 詰め合わせ 100g×5袋,14,112291,茶・コーヒー / 100g×5袋,"Tea and coffee from Saitama, 100g×5袋"
3003494,北海道産 男爵じゃがいも 20kg,5,016438,野菜・きのこ / 20kg,"Vegetables and mushrooms from Hokkaido, 20kg"
3003495,江別市産 男爵じゃがいも 10kg,5,012173,野菜・きのこ / 10kg,"Vegetables and mushrooms from Hokkaido, 10kg"
3003496,天草市産 アスパラガス 2kg,5,432156,野菜・きのこ / 2kg,"Vegetables and mushrooms from Kumamoto, 2kg"
3003497,埼玉県 電気ケトル 1台,24,113638,家電・電化製品 / 1台,"Home appliances from Saitama, 1台"
3003498,山形県産 純米大吟醸 720ml×2本,10,062065,日本酒 / 720ml×2本,"Sake from Yamagata, 720ml×2本"
3003499,兵庫県産 純米大吟醸 720ml×2本,10,282081,日本酒 / 720ml×2本,"Sake from Hyogo, 720ml×2本"
3003500,大崎町産 ハンバーグ 詰め合わせ 20個,1,464686,肉・肉加工品 / 20個,"Meat and meat products from Kagoshima, 20個"
3003501,岩手県産 和牛 焼肉セット 1kg,1,032051,肉・肉加工品 / 1kg,"Meat and meat products from Iwate, 1kg"
3003502,愛知県 今治タオル セット 8枚,21,235628,繊維・衣類 / 8枚,"Textiles and apparel from Aichi, 8枚"
3003503,大樹町産 干物 詰め合わせ 12枚,2,016411,魚介類・海産物 / 12枚,"Seafood from Hokkaido, 12枚"
3003504,奈良県産 温州みかん 5kg,4,294501,果物 / 5kg,"Fruit from Nara, 5kg"
3003505,長野県 自転車用品セット 1式,26,202070,スポーツ・アウトドア / 1式,"Sports and outdoor from Nagano, 1式"
3003506,滋賀県産 ハンバーグ 詰め合わせ 20個,1,252085,肉・肉加工品 / 20個,"Meat and meat products from Shiga, 20個"
3003507,新城市産 天然水 2L×12本,15,232211,飲料・ジュース / 2L×12本,"Beverages and juice from Aichi, 2L×12本"
3003508,岐阜県 木製食器セット 4点,20,215040,木工品・家具 / 4点,"Woodwork and furniture from Gifu, 4点"
3003509,鹿児島県 空気清浄機 1台,24,462209,家電・電化製品 / 1台,"Home appliances from Kagoshima, 1台"
3003510,さいたま市産 米粉パン セット 12個,3,111007,米・パン / 12個,"Rice and bread from Saitama, 12個"
3003511,東京都 酒蔵見学・試飲 2名,28,131199,体験・チケット / 2名,"Experiences and tickets from Tokyo, 2名"
3003512,坂東市産 あきたこまち 精米 5kg,3,082287,米・パン / 5kg,"Rice and bread from Ibaraki, 5kg"
3003513,岡山県 万年筆 1本,25,331007,文具・玩具 / 1本,"Stationery and toys from Okayama, 1本"
3003514,北広島町 肉 定期便 500g×6回,17,343692,定期便 / 500g×6回,"Subscription deliveries from Hiroshima, 500g×6回"
3003515,七宗町 木製カッティングボード 1枚,20,215040,木工品・家具 / 1枚,"Woodwork and furniture from Gifu, 1枚"
3003516,大阪府 綿100% 寝具カバー 1式,21,272183,繊維・衣類 / 1式,"Textiles and apparel from Osaka, 1式"
3003517,"南足柄市 宿泊利用券 10,000円分",27,142174,"旅行券・宿泊券 / 10,000円分","Travel and accommodation vouchers from Kanagawa, 10,000円分"
3003518,埼玉県 無垢材スツール 1脚,20,111007,木工品・家具 / 1脚,"Woodwork and furniture from Saitama, 1脚"
3003519,群馬県産 国産小麦パスタ 10袋,7,104647,麺類 / 10袋,"Noodles from Gunma, 10袋"
3003520,秋田県産 あきたこまち 精米 10kg,3,052078,米・パン / 10kg,"Rice and bread from Akita, 10kg"
3003521,菊池市産 長期貯蔵 麦焼酎 1.8L,11,432105,焼酎・泡盛 / 1.8L,"Shochu and awamori from Kumamoto, 1.8L"
3003522,埼玉県産 カステラ 詰め合わせ 2本,9,113433,菓子・スイーツ / 2本,"Confectionery and sweets from Saitama, 2本"
3003523,高知県産 泡盛 古酒 1.8L,11,394271,焼酎・泡盛 / 1.8L,"Shochu and awamori from Kochi, 1.8L"
3003524,東京都産 バウムクーヘン 2個,9,131202,菓子・スイーツ / 2個,"Confectionery and sweets from Tokyo, 2個"
3003525,埼玉県産 煎茶 詰め合わせ 100g×5袋,14,112313,茶・コーヒー / 100g×5袋,"Tea and coffee from Saitama, 100g×5袋"
3003526,埼玉県産 抹茶 詰め合わせ 30g×3缶,14,113417,茶・コーヒー / 30g×3缶,"Tea and coffee from Saitama, 30g×3缶"
3003527,沖縄県産 米焼酎 飲み比べ 720ml×3本,11,472140,焼酎・泡盛 / 720ml×3本,"Shochu and awamori from Okinawa, 720ml×3本"
3003528,静岡県 電気ケトル 1台,24,222101,家電・電化製品 / 1台,"Home appliances from Shizuoka, 1台"
3003529,京都府産 チーズケーキ 1台,9,262048,菓子・スイーツ / 1台,"Confectionery and sweets from Kyoto, 1台"
3003530,山口県産 国産紅茶 50g×4袋,14,353442,茶・コーヒー / 50g×4袋,"Tea and coffee from Yamaguchi, 50g×4袋"
3003531,福知山市 竹細工かご 1点,18,262013,工芸品・民芸品 / 1点,"Crafts and folk art from Kyoto, 1点"
3003532,熊本県産 高糖度トマト 3kg,5,432105,野菜・きのこ / 3kg,"Vegetables and mushrooms from Kumamoto, 3kg"
3003533,埼玉県産 漬物 詰め合わせ 10種,8,112313,惣菜・加工品 / 10種,"Prepared and processed foods from Saitama, 10種"
3003534,宮城県産 味付からあげ 1kg,8,042099,惣菜・加工品 / 1kg,"Prepared and processed foods from Miyagi, 1kg"
3003535,埼玉県 果物狩り 体験チケット 2名,28,113018,体験・チケット / 2名,"Experiences and tickets from Saitama, 2名"
3003536,長野県 釣具セット 1式,26,206024,スポーツ・アウトドア / 1式,"Sports and outdoor from Nagano, 1式"
3003537,珠洲市 季節の花束 1束,29,172057,花・観葉植物 / 1束,"Flowers and plants from Ishikawa, 1束"
3003538,岐阜県 伝統こけし 1体,18,212091,工芸品・民芸品 / 1体,"Crafts and folk art from Gifu, 1体"
3003539,東京都 果物狩り 体験チケット 2名,28,132021,体験・チケット / 2名,"Experiences and tickets from Tokyo, 2名"
3003540,鹿児島県産 男爵じゃがいも 10kg,5,465232,野菜・きのこ / 10kg,"Vegetables and mushrooms from Kagoshima, 10kg"
3003541,北海道産 醤油 詰め合わせ 1L×3本,16,012173,調味料・油 / 1L×3本,"Seasonings and oils from Hokkaido, 1L×3本"
3003542,栃木県産 ベーコン・ソーセージセット 1.2kg,1,094072,肉・肉加工品 / 1.2kg,"Meat and meat products from Tochigi, 1.2kg"
3003543,東京都 果物狩り 体験チケット 2名,28,132217,体験・チケット / 2名,"Experiences and tickets from Tokyo, 2名"
3003544,鹿児島県産 ボイル毛がに 2尾,2,462136,魚介類・海産物 / 2尾,"Seafood from Kagoshima, 2尾"
3003545,鳥栖市産 黒毛和牛 サーロインステーキ 150g×3枚,1,412031,肉・肉加工品 / 150g×3枚,"Meat and meat products from Saga, 150g×3枚"
3003546,伊達市産 和菓子 詰め合わせ 12個,9,012335,菓子・スイーツ / 12個,"Confectionery and sweets from Hokkaido, 12個"
3003547,開成町産 レトルトカレー 詰め合わせ 10食,8,143669,惣菜・加工品 / 10食,"Prepared and processed foods from Kanagawa, 10食"
3003548,大仙市産 純米吟醸 飲み比べ 720ml×3本,10,052124,日本酒 / 720ml×3本,"Sake from Akita, 720ml×3本"
3003549,大阪府 米 定期便 10kg×6回,17,272132,定期便 / 10kg×6回,"Subscription deliveries from Osaka, 10kg×6回"
3003550,徳島県産 とうもろこし 20本,5,363871,野菜・きのこ / 20本,"Vegetables and mushrooms from Tokushima, 20本"
3003551,東京都 万年筆 1本,25,134023,文具・玩具 / 1本,"Stationery and toys from Tokyo, 1本"
3003552,本庄市産 食パン 詰め合わせ 5斤,3,112119,米・パン / 5斤,"Rice and bread from Saitama, 5斤"
3003553,西川町産 ゆめぴりか 精米 10kg,3,063223,米・パン / 10kg,"Rice and bread from Yamagata, 10kg"
3003554,東京都 万年筆 1本,25,131113,文具・玩具 / 1本,"Stationery and toys from Tokyo, 1本"
3003555,香川県産 銘柄鶏 もも肉 3kg,1,372056,肉・肉加工品 / 3kg,"Meat and meat products from Kagawa, 3kg"
3003556,愛知県産 レトルトカレー 詰め合わせ 10食,8,232149,惣菜・加工品 / 10食,"Prepared and processed foods from Aichi, 10食"
3003557,北名古屋市 シルクスカーフ 1枚,21,232343,繊維・衣類 / 1枚,"Textiles and apparel from Aichi, 1枚"
3003558,新潟県産 純米大吟醸 720ml,10,152234,日本酒 / 720ml,"Sake from Niigata, 720ml"
3003559,島根県産 特別純米酒 1.8L,10,322091,日本酒 / 1.8L,"Sake from Shimane, 1.8L"
3003560,愛知県産 だしパック 30袋,16,232190,調味料・油 / 30袋,"Seasonings and oils from Aichi, 30袋"
3003561,鹿児島県産 生うに 200g,2,463043,魚介類・海産物 / 200g,"Seafood from Kagoshima, 200g"
3003562,横手市産 黒毛和牛 サーロインステーキ 150g×3枚,1,052035,肉・肉加工品 / 150g×3枚,"Meat and meat products from Akita, 150g×3枚"
3003563,千葉県 国産ペットフード 4kg,30,123226,ペット用品 / 4kg,"Pet supplies from Chiba, 4kg"
3003564,島根県産 つや姫 精米 5kg,3,322016,米・パン / 5kg,"Rice and bread from Shimane, 5kg"
3003565,長崎県産 どら焼き 詰め合わせ 12個,9,423912,菓子・スイーツ / 12個,"Confectionery and sweets from Nagasaki, 12個"
3003566,山梨県 打刃物 包丁 1本,18,194425,工芸品・民芸品 / 1本,"Crafts and folk art from Yamanashi, 1本"
3003567,愛知県 綿100% 寝具カバー 1式,21,235628,繊維・衣類 / 1式,"Textiles and apparel from Aichi, 1式"
3003568,東京都 ノート 詰め合わせ 10冊,25,132195,文具・玩具 / 10冊,"Stationery and toys from Tokyo, 10冊"
3003569,香取市産 黒毛和牛 サーロインステーキ 200g×2枚,1,122360,肉・肉加工品 / 200g×2枚,"Meat and meat products from Chiba, 200g×2枚"
3003570,千葉県産 天然水 炭酸水 500ml×48本,15,122271,飲料・ジュース / 500ml×48本,"Beverages and juice from Chiba, 500ml×48本"
3003571,福井県 包丁研ぎ器 1個,23,183822,日用品・雑貨 / 1個,"Household goods from Fukui, 1個"
3003572,長野県産 生ラーメン セット 16食,7,202088,麺類 / 16食,"Noodles from Nagano, 16食"
3003573,吉野町 シルクスカーフ 1枚,21,294411,繊維・衣類 / 1枚,"Textiles and apparel from Nara, 1枚"
3003574,塩尻市産 サンふじりんご 10kg,4,202151,果物 / 10kg,"Fruit from Nagano, 10kg"
3003575,本宮市産 とうもろこし 12本,5,072141,野菜・きのこ / 12本,"Vegetables and mushrooms from Fukushima, 12本"
3003576,秩父市産 ジェラート 詰め合わせ 12個,9,112071,菓子・スイーツ / 12個,"Confectionery and sweets from Saitama, 12個"
3003577,静岡県産 自家焙煎コーヒー豆 200g×5袋,14,222089,茶・コーヒー / 200g×5袋,"Tea and coffee from Shizuoka, 200g×5袋"
3003578,岐阜県産 銘柄鶏 もも肉 4kg,1,214019,肉・肉加工品 / 4kg,"Meat and meat products from Gifu, 4kg"
3003579,中城村産 長期貯蔵 麦焼酎 1.8L,11,473286,焼酎・泡盛 / 1.8L,"Shochu and awamori from Okinawa, 1.8L"
3003580,"沖縄県 宿泊利用券 30,000円分",27,472093,"旅行券・宿泊券 / 30,000円分","Travel and accommodation vouchers from Okinawa, 30,000円分"
3003581,埼玉県産 ドリップコーヒー 50袋,14,112186,茶・コーヒー / 50袋,"Tea and coffee from Saitama, 50袋"
3003582,岩手県産 十割そば 10食,7,032034,麺類 / 10食,"Noodles from Iwate, 10食"
3003583,北海道産 たまねぎ 20kg,5,015172,野菜・きのこ / 20kg,"Vegetables and mushrooms from Hokkaido, 20kg"
3003584,高浜市 今治タオル セット 8枚,21,232271,繊維・衣類 / 8枚,"Textiles and apparel from Aichi, 8枚"
3003585,岡山県 酒蔵見学・試飲 2名,28,336815,体験・チケット / 2名,"Experiences and tickets from Okayama, 2名"
3003586,沖縄市産 完熟マンゴー 2kg,4,472115,果物 / 2kg,"Fruit from Okinawa, 2kg"
3003587,宮城県産 銘柄鶏 もも肉 3kg,1,044016,肉・肉加工品 / 3kg,"Meat and meat products from Miyagi, 3kg"
3003588,群馬県 季節の花束 1束,29,104299,花・観葉植物 / 1束,"Flowers and plants from Gunma, 1束"
3003589,茨城県産 コシヒカリ 精米 5kg,3,082198,米・パン / 5kg,"Rice and bread from Ibaraki, 5kg"
3003590,長野県産 稲庭うどん 800g,7,204862,麺類 / 800g,"Noodles from Nagano, 800g"
3003591,神奈川県産 ジェラート 詰め合わせ 12個,9,141305,菓子・スイーツ / 12個,"Confectionery and sweets from Kanagawa, 12個"
3003592,白馬村産 半生讃岐うどん 12食,7,204854,麺類 / 12食,"Noodles from Nagano, 12食"
3003593,岐阜県産 和菓子 詰め合わせ 12個,9,212121,菓子・スイーツ / 12個,"Confectionery and sweets from Gifu, 12個"
3003594,西宮市産 和菓子 詰め合わせ 20個,9,282049,菓子・スイーツ / 20個,"Confectionery and sweets from Hyogo, 20個"
3003595,愛媛県産 温州みかん 10kg,4,384887,果物 / 10kg,"Fruit from Ehime, 10kg"
3003596,香川県産 天然水 2L×24本,15,372072,飲料・ジュース / 2L×24本,"Beverages and juice from Kagawa, 2L×24本"
3003597,兵庫県産 豚ロース しゃぶしゃぶ用 2kg,1,282243,肉・肉加工品 / 2kg,"Meat and meat products from Hyogo, 2kg"
3003598,鹿児島市産 米焼酎 飲み比べ 720ml×3本,11,462012,焼酎・泡盛 / 720ml×3本,"Shochu and awamori from Kagoshima, 720ml×3本"
3003599,愛知県産 燻製 詰め合わせ 8種,8,234419,惣菜・加工品 / 8種,"Prepared and processed foods from Aichi, 8種"
3003600,福岡県産 厚切り牛タン 900g,1,402141,肉・肉加工品 / 900g,"Meat and meat products from Fukuoka, 900g"
3003601,長生村産 冷凍スムージー 12本,15,124231,飲料・ジュース / 12本,"Beverages and juice from Chiba, 12本"
3003602,埼玉県産 冷凍餃子 100個,8,112232,惣菜・加工品 / 100個,"Prepared and processed foods from Saitama, 100個"
3003603,向日市 直火用 土鍋 1個,19,262081,陶磁器・ガラス / 1個,"Ceramics and glassware from Kyoto, 1個"
3003604,山形県産 どら焼き 詰め合わせ 20個,9,062022,菓子・スイーツ / 20個,"Confectionery and sweets from Yamagata, 20個"
3003605,京都府産 煎茶 詰め合わせ 100g×3袋,14,262064,茶・コーヒー / 100g×3袋,"Tea and coffee from Kyoto, 100g×3袋"
3003606,高知県産 ぽん酢・ドレッシング 5本,16,392031,調味料・油 / 5本,"Seasonings and oils from Kochi, 5本"
3003607,北海道産 チーズケーキ 1台,9,012254,菓子・スイーツ / 1台,"Confectionery and sweets from Hokkaido, 1台"
3003608,長野県産 シャインマスカット 2房,4,202126,果物 / 2房,"Fruit from Nagano, 2房"
3003609,神奈川県 トイレットペーパー 72ロール,23,142042,日用品・雑貨 / 72ロール,"Household goods from Kanagawa, 72ロール"
3003610,北海道産 紅はるか さつまいも 10kg,5,015148,野菜・きのこ / 10kg,"Vegetables and mushrooms from Hokkaido, 10kg"
3003611,南九州市 竹細工かご 1点,18,462233,工芸品・民芸品 / 1点,"Crafts and folk art from Kagoshima, 1点"
3003612,延岡市産 スモーク鴨ロース 600g,1,452033,肉・肉加工品 / 600g,"Meat and meat products from Miyazaki, 600g"
3003613,三重県産 明太子 切子 1kg,2,242152,魚介類・海産物 / 1kg,"Seafood from Mie, 1kg"
3003614,北茨城市産 紅はるか さつまいも 5kg,5,082155,野菜・きのこ / 5kg,"Vegetables and mushrooms from Ibaraki, 5kg"
3003615,山梨県産 天然水 2L×24本,15,192112,飲料・ジュース / 2L×24本,"Beverages and juice from Yamanashi, 2L×24本"
3003616,茨城県産 ひとめぼれ 無洗米 10kg,3,082155,米・パン / 10kg,"Rice and bread from Ibaraki, 10kg"
3003617,大阪府産 レトルトカレー 詰め合わせ 16食,8,273813,惣菜・加工品 / 16食,"Prepared and processed foods from Osaka, 16食"
3003618,熊本県産 富有柿 5kg,4,434426,果物 / 5kg,"Fruit from Kumamoto, 5kg"
3003619,筑西市産 米粉パン セット 8個,3,082279,米・パン / 8個,"Rice and bread from Ibaraki, 8個"
3003620,垂水市産 ベーコン・ソーセージセット 1.2kg,1,462144,肉・肉加工品 / 1.2kg,"Meat and meat products from Kagoshima, 1.2kg"
3003621,茨城県産 豚ロース しゃぶしゃぶ用 800g,1,082112,肉・肉加工品 / 800g,"Meat and meat products from Ibaraki, 800g"
3003622,新潟県産 半生讃岐うどん 12食,7,152161,麺類 / 12食,"Noodles from Niigata, 12食"
3003623,長野県産 紅はるか さつまいも 10kg,5,202126,野菜・きのこ / 10kg,"Vegetables and mushrooms from Nagano, 10kg"
3003624,兵庫県産 どら焼き 詰め合わせ 20個,9,281000,菓子・スイーツ / 20個,"Confectionery and sweets from Hyogo, 20個"
3003625,宮崎県産 泡盛 古酒 1.8L,11,453412,焼酎・泡盛 / 1.8L,"Shochu and awamori from Miyazaki, 1.8L"
3003626,"神奈川県 観光施設 利用券 10,000円分",27,142018,"旅行券・宿泊券 / 10,000円分","Travel and accommodation vouchers from Kanagawa, 10,000円分"
3003627,栃木県産 和牛 焼肉セット 600g,1,092061,肉・肉加工品 / 600g,"Meat and meat products from Tochigi, 600g"
3003628,福井県産 純米大吟醸 1.8L,10,182061,日本酒 / 1.8L,"Sake from Fukui, 1.8L"
3003629,宮城県産 サーモン 刺身用 600g,2,044245,魚介類・海産物 / 600g,"Seafood from Miyagi, 600g"
3003630,神奈川県産 えごま油・亜麻仁油 180g×2本,16,141500,調味料・油 / 180g×2本,"Seasonings and oils from Kanagawa, 180g×2本"
3003631,長野県産 アスパラガス 1kg,5,205885,野菜・きのこ / 1kg,"Vegetables and mushrooms from Nagano, 1kg"
3003632,上市町 直火用 土鍋 1個,19,163228,陶磁器・ガラス / 1個,"Ceramics and glassware from Toyama, 1個"
3003633,埼玉県産 ジェラート 詰め合わせ 12個,9,112402,菓子・スイーツ / 12個,"Confectionery and sweets from Saitama, 12個"
3003634,小美玉市産 高糖度トマト 3kg,5,082368,野菜・きのこ / 3kg,"Vegetables and mushrooms from Ibaraki, 3kg"
3003635,熊本県産 紅はるか さつまいも 5kg,5,432083,野菜・きのこ / 5kg,"Vegetables and mushrooms from Kumamoto, 5kg"
3003636,北海道産 バウムクーヘン 2個,9,012092,菓子・スイーツ / 2個,"Confectionery and sweets from Hokkaido, 2個"
3003637,岐阜県 ガラス酒器 1式,19,212148,陶磁器・ガラス / 1式,"Ceramics and glassware from Gifu, 1式"
3003638,福岡県産 うなぎ蒲焼 5尾,2,402257,魚介類・海産物 / 5尾,"Seafood from Fukuoka, 5尾"
3003639,福岡県産 バウムクーヘン 4個,9,402273,菓子・スイーツ / 4個,"Confectionery and sweets from Fukuoka, 4個"
3003640,大阪府産 佃煮 詰め合わせ 5種,8,271403,惣菜・加工品 / 5種,"Prepared and processed foods from Osaka, 5種"
3003641,愛媛県 シルクスカーフ 1枚,21,382019,繊維・衣類 / 1枚,"Textiles and apparel from Ehime, 1枚"
3003642,芦屋市産 特別純米酒 1.8L,10,282065,日本酒 / 1.8L,"Sake from Hyogo, 1.8L"
3003643,長野県産 サンふじりんご 5kg,4,202151,果物 / 5kg,"Fruit from Nagano, 5kg"
3003644,和歌山県産 味噌 詰め合わせ 1kg×2個,16,303666,調味料・油 / 1kg×2個,"Seasonings and oils from Wakayama, 1kg×2個"
3003645,新居浜市産 サンふじりんご 10kg,4,382051,果物 / 10kg,"Fruit from Ehime, 10kg"
3003646,石川県 磁器 湯呑 2客,19,172031,陶磁器・ガラス / 2客,"Ceramics and glassware from Ishikawa, 2客"
3003647,養老町 木製食器セット 4点,20,213411,木工品・家具 / 4点,"Woodwork and furniture from Gifu, 4点"
3003648,能代市産 厚切り牛タン 500g,1,052027,肉・肉加工品 / 500g,"Meat and meat products from Akita, 500g"
3003649,富山県産 真鯛 フィレ 1kg,2,162086,魚介類・海産物 / 1kg,"Seafood from Toyama, 1kg"
3003650,北海道産 男爵じゃがいも 10kg,5,013331,野菜・きのこ / 10kg,"Vegetables and mushrooms from Hokkaido, 10kg"
3003651,直島町産 チーズケーキ 1台,9,373648,菓子・スイーツ / 1台,"Confectionery and sweets from Kagawa, 1台"
3003652,山形県産 純米大吟醸 1.8L,10,062031,日本酒 / 1.8L,"Sake from Yamagata, 1.8L"
3003653,福島県 酒蔵見学・試飲 2名,28,074616,体験・チケット / 2名,"Experiences and tickets from Fukushima, 2名"
3003654,愛知県産 だしパック 30袋,16,232335,調味料・油 / 30袋,"Seasonings and oils from Aichi, 30袋"
3003655,愛知県 石けん 詰め合わせ 5個,22,235610,化粧品・美容 / 5個,"Cosmetics and beauty from Aichi, 5個"
3003656,南知多町産 和菓子 詰め合わせ 12個,9,234451,菓子・スイーツ / 12個,"Confectionery and sweets from Aichi, 12個"
3003657,高松市産 サンふじりんご 5kg,4,372013,果物 / 5kg,"Fruit from Kagawa, 5kg"
3003658,愛媛県 デニムジーンズ 1本,21,382035,繊維・衣類 / 1本,"Textiles and apparel from Ehime, 1本"
3003659,鏡石町 木製食器セット 4点,20,073423,木工品・家具 / 4点,"Woodwork and furniture from Fukushima, 4点"
3003660,島原市産 ジェラート 詰め合わせ 12個,9,422037,菓子・スイーツ / 12個,"Confectionery and sweets from Nagasaki, 12個"
3003661,神奈川県 木製カッティングボード 1枚,20,143421,木工品・家具 / 1枚,"Woodwork and furniture from Kanagawa, 1枚"
3003662,北海道 自転車用品セット 1式,26,012157,スポーツ・アウトドア / 1式,"Sports and outdoor from Hokkaido, 1式"
3003663,兵庫県産 うなぎ蒲焼 5尾,2,282227,魚介類・海産物 / 5尾,"Seafood from Hyogo, 5尾"
3003664,あま市産 レトルトカレー 詰め合わせ 10食,8,232378,惣菜・加工品 / 10食,"Prepared and processed foods from Aichi, 10食"
3003665,東白川村産 ドリップコーヒー 50袋,14,215074,茶・コーヒー / 50袋,"Tea and coffee from Gifu, 50袋"
3003666,埼玉県 陶器 マグカップ 2個,19,112402,陶磁器・ガラス / 2個,"Ceramics and glassware from Saitama, 2個"
3003667,新潟県産 真鯛 フィレ 1kg,2,152021,魚介類・海産物 / 1kg,"Seafood from Niigata, 1kg"
3003668,春日部市産 ひとめぼれ 無洗米 5kg,3,112143,米・パン / 5kg,"Rice and bread from Saitama, 5kg"
3003669,千葉県産 生うに 200g,2,122131,魚介類・海産物 / 200g,"Seafood from Chiba, 200g"
3003670,茨城県産 ハンバーグ 詰め合わせ 15個,1,082074,肉・肉加工品 / 15個,"Meat and meat products from Ibaraki, 15個"
3003671,群馬県産 とうもろこし 12本,5,102121,野菜・きのこ / 12本,"Vegetables and mushrooms from Gunma, 12本"
3003672,南房総市産 豚ロース しゃぶしゃぶ用 2kg,1,122343,肉・肉加工品 / 2kg,"Meat and meat products from Chiba, 2kg"
3003673,徳島県 デニムジーンズ 1本,21,363219,繊維・衣類 / 1本,"Textiles and apparel from Tokushima, 1本"
3003674,石川県産 和菓子 詰め合わせ 12個,9,172049,菓子・スイーツ / 12個,"Confectionery and sweets from Ishikawa, 12個"
3003675,鹿児島県産 黒毛和牛 切り落とし 1.5kg,1,462012,肉・肉加工品 / 1.5kg,"Meat and meat products from Kagoshima, 1.5kg"
3003676,府中市 無垢材スツール 1脚,20,342084,木工品・家具 / 1脚,"Woodwork and furniture from Hiroshima, 1脚"
3003677,大阪府 陶芸 体験チケット 2名,28,272043,体験・チケット / 2名,"Experiences and tickets from Osaka, 2名"
3003678,阪南市 タオル 詰め合わせ 10枚,23,272329,日用品・雑貨 / 10枚,"Household goods from Osaka, 10枚"
3003679,小豆島町産 豚ロース しゃぶしゃぶ用 2kg,1,373249,肉・肉加工品 / 2kg,"Meat and meat products from Kagawa, 2kg"
3003680,阿賀町産 コシヒカリ 精米 10kg,3,153851,米・パン / 10kg,"Rice and bread from Niigata, 10kg"
3003681,広島県産 燻製 詰め合わせ 5種,8,342084,惣菜・加工品 / 5種,"Prepared and processed foods from Hiroshima, 5種"
3003682,神奈川県 釣具セット 1式,26,141500,スポーツ・アウトドア / 1式,"Sports and outdoor from Kanagawa, 1式"
